source_id,source_name,source_type,agency_or_org,subagency,jurisdiction,federal_or_state_or_private,state_if_applicable,url,monitoring_method,scraper_difficulty,robots_or_terms_risk,native_relevance,eligibility_classes,federal_recognition_required,state_recognition_supported,software_cost_allowability,program_examples,deadline_pattern,update_frequency,data_format,has_api,has_rss_or_email,requires_login,notes,priority_tier,registry_status,monitoring_status,terms_status,state_scope_status,eligibility_status,allowability_status,activation_blocked_reasons
NTIA-DIGITAL-EQUITY-ACT-NATI-8F3DB2,NTIA Digital Equity Act - Native Entity Capacity & Planning,program (status uncertain),Commerce,NTIA,national,federal,,https://www.ntia.gov/funding-programs,human review only,high,HUMAN_REVIEW_ONLY,exclusive (as designed),federally-recognized-tribe;tribal-government;tribal-organization;native-serving-nonprofit,UNKNOWN,UNKNOWN,unclear,"""State Digital Equity Capacity Grant Program: Native Entities"" - first Native set-aside from DE Capacity+Planning programs",UNKNOWN,UNKNOWN,HTML,no,no,no,STATUS AS OF 2026 = UNKNOWN. Digital Equity Act programs were subject to 2025 termination/restructuring; fetched pages neither confirm nor deny. FLAG PROMINENTLY - do not present as available [research lane: USDA/HUD/Commerce],Tier 4,seed_imported,not_started,HUMAN_REVIEW_ONLY,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:HUMAN_REVIEW_ONLY;monitoring_method:human_review_only;monitoring_not_started
OJP-CURRENT-FUNDING-OPPORTUN-6978DC,OJP Current Funding Opportunities,funding list page,DOJ,Office of Justice Programs,federal,federal,,https://www.ojp.gov/funding/explore/current-funding-opportunities,static HTML page monitor,low,OK,high,federally-recognized-tribe;tribal-government;tribal-organization;native-nonprofit;state-or-local-govt-serving-natives,varies by program,varies,sometimes-allowable-depends-on-NOFO,CTAS; JAG; OVC trafficking programs,rolling; page shows Date Modified,"HTML (Drupal 10, server-rendered)",no,email (ojp.gov/subscribe),no,"Server-rendered, NOT a JS app. No search/filter API endpoint found. Dual Grants.gov+JustGrants deadlines in HTML. NOFO PDFs at ojp.gov/funding/docs/<opp-id>.pdf. Past-opportunities sibling page exists.",1 [research lane: DOJ/DHS/ED/DOL/SBA],Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,"requires_login:Server-rendered, NOT a JS app. No search/filter API endpoint;monitoring_not_started"
SAM-GOV-DATA-SERVICES-PORTAL-2A4BE2,SAM.gov Data Services portal,web_spa,GSA,SAM.gov,federal,federal,,https://sam.gov/data-services,human review only,very_high,TERMS_REVIEW_REQUIRED,medium,NA,NA,NA,UNKNOWN,NA,NA,UNKNOWN,HTML_SPA,no,no,no,"TESTED: returned only a GTM fragment, zero content - Angular SPA, unusable statically; terms explicitly prohibit scraping tools [research lane: API/monitoring layer]",Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_method:human_review_only;monitoring_not_started
SBA-7-J-MANAGEMENT-AND-TECHN-A084FA,SBA 7(j) Management and Technical Assistance,program - status UNKNOWN,SBA,Office of Government Contracting and Business Development,federal,federal,,https://www.sba.gov/federal-contracting/contracting-assistance-programs/7j-management-and-technical-assistance-program,human review only,UNKNOWN,TERMS_REVIEW_REQUIRED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unclear,UNKNOWN,UNKNOWN,UNKNOWN,none returned,no,no,no,FETCH RETURNED AN EMPTY BODY - URL appears dead after the WordPress migration. 7(j) is NOT mentioned anywhere on the SBA grants page or the ONAA page. STATUS UNKNOWN - do not list as verified active. [research lane: DOJ/DHS/ED/DOL/SBA],Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_method:human_review_only;monitoring_not_started
STATE-AND-LOCAL-CYBERSECURIT-17C7B2,State and Local Cybersecurity Grant Program (SLCGP),grant program - status UNKNOWN,DHS,FEMA / CISA,federal to states,federal,,https://www.fema.gov/grants/preparedness/state-local-cybersecurity,human review only,high,OK,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unclear,UNKNOWN,UNKNOWN,UNKNOWN,none returned,no,no,no,FETCH RETURNED A COMPLETELY EMPTY BODY. STATUS UNKNOWN. Same caution as TCGP. [research lane: DOJ/DHS/ED/DOL/SBA],Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_method:human_review_only;monitoring_not_started
TRIBAL-CYBERSECURITY-GRANT-P-0C67C6,Tribal Cybersecurity Grant Program,grant program - status UNKNOWN,DHS,FEMA / CISA,federal,federal,,https://www.fema.gov/grants/preparedness/tribal-cybersecurity,human review only,high,OK,very high (if active),UNKNOWN,UNKNOWN,UNKNOWN,unclear,UNKNOWN,UNKNOWN,UNKNOWN,none returned,no,no,no,"FETCH RETURNED A COMPLETELY EMPTY BODY. Cannot confirm active, terminated, or relocated. STATUS UNKNOWN. Re-verify via Grants.gov or rendered browser before making any claim to users. Would be extremely high native_relevance if active given software/IT scope. [research lane: DOJ/DHS/ED/DOL/SBA]",Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_method:human_review_only;monitoring_not_started
USDA-FNA-SUMMER-EBT-TRIBAL-A-B8B108,USDA FNA Summer EBT (tribal administration),program page,USDA,FNA (ex-FNS),national,federal,,UNKNOWN - not verified,human review only,UNKNOWN,TERMS_REVIEW_REQUIRED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unclear,Summer EBT / SUN Bucks,UNKNOWN,UNKNOWN,UNKNOWN,no,UNKNOWN,UNKNOWN,NOT REACHED. Brief asked for tribal administration of Summer EBT; no page fetched and no URL verified. Asserting nothing. Open research item [research lane: USDA/HUD/Commerce],Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_method:human_review_only;monitoring_not_started
USDA-NRCS-FSA-FOREST-SERVICE-A176C4,USDA NRCS / FSA / Forest Service tribal programs,agency program set,USDA,NRCS; FSA; Forest Service,national,federal,,UNKNOWN - not verified,human review only,UNKNOWN,TERMS_REVIEW_REQUIRED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unclear,Tribal Forest Protection Act (UNVERIFIED); Highly Fractionated Indian Land program (UNVERIFIED); tribal conservation (UNVERIFIED),UNKNOWN,UNKNOWN,UNKNOWN,no,UNKNOWN,UNKNOWN,"NOT REACHED - budget exhausted. NO page fetched, NO URL verified for TFPA or HFIL. Asserting nothing. Start from usda.gov/tribalrelations and farmers.gov [research lane: USDA/HUD/Commerce]",Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_method:human_review_only;monitoring_not_started
USGS-CLIMATE-ADAPTATION-SCIE-7EAB44,USGS Climate Adaptation Science Centers,program-page,USGS,CASC (National + 9 regional),federal + 9 regions,federal,,https://www.usgs.gov/programs/climate-adaptation-science-centers,static HTML page monitor,medium (HIGH if covering 9 regions),OK,medium,UNKNOWN — do not assert,UNKNOWN,UNKNOWN,unclear,none published on usgs.gov,UNKNOWN,active program,HTML,no,yes (newsletter signup),no,"Tribes are explicitly named as PARTNERS/audiences (""The CASCs support federal, state, and Tribal managers"") but NO PAGE STATES whether a Tribe can be a direct applicant vs. going through the host-university consortium — DO NOT ASSERT EITHER WAY. Both /funding-opportunities and /tribal-engagement returned empty; those paths do not appear to exist. A CASC tribal funding line is UNVERIFIED. Cost driver: 9 regional centers on separate host-institution domains. [research lane: Research funding]",Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
USGS-OFFICE-OF-TRIBAL-RELATI-36C6DC,USGS Office of Tribal Relations,relationship-intel,USGS,OSQI / OTR,federal,federal,,https://www.usgs.gov/office-of-tribal-relations,static HTML page monitor,low,OK,medium,n/a (no funding offered),YES (for consultation),not mentioned — presumptively outside,n/a,"technical assistance, not grants",n/a,low,HTML,no,no,no,"NO FUNDING OPPORTUNITY IS PUBLISHED — no evidence found for one. Value is RELATIONSHIP INTELLIGENCE: /tribal-relations-team lists named regional and mission-area liaisons. Consultation requires ""federally recognized"" tribes, ANCSA corporations, and Native Hawaiian Organizations. Policy anchors SM 500.6 and SM 500.7 (contents UNVERIFIED). [research lane: Research funding]",Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
USGS-TRIBAL-FUNDING-A2DBD3,USGS tribal funding,agency landing page,DOI,U.S. Geological Survey,federal,federal,,https://www.usgs.gov/office-of-tribal-relations,human review only,low,OK,native-priority,n/a (no funding offered),yes (for consultation),not mentioned,unclear,none verified,n/a,low,HTML,no,no,no,"NO USGS tribal FUNDING opportunity was verified in any lane. Value is relationship intelligence: /tribal-relations-team lists named regional and mission-area liaisons. Consultation covers federally recognized tribes, ANCSA corporations and Native Hawaiian Organizations. Policy anchors SM 500.6 and SM 500.7 (contents unverified). Do NOT create rows for CASC tribal funding programs without verification - /funding-opportunities and /tribal-engagement both returned empty [research lane: DOI/HHS + SC + philanthropy]",Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_method:human_review_only;monitoring_not_started
CANDID-APIS-AND-FOUNDATION-D-2A3F6E,Candid APIs and Foundation Directory,commercial data vendor - background only,Candid,Data Solutions,national,private,,https://candid.org/data/explore-apis/,API monitor,n/a,HUMAN_REVIEW_ONLY,"n/a - a vendor, not a funder",n/a,n/a,n/a,n/a,"Open grant opportunities API (price on inquiry): live embeddable RFPs filterable by subject area, population served and geography, with deadline and application-requirement detail, consumable natively or through MCP-enabled AI tools",n/a,continuous,JSON API (licensed),YES - multiple paid APIs,email list,yes - API key and paid contract,"Published list prices: Grants API from $6,000, Essentials from $4,800, Premier from $9,900, Charity Check $2,750, Nonprofit Eligibility $5,000, News $3,300; Demographics and Taxonomy free; 30-day trial. Redistributing Candid-sourced opportunity records inside a SaaS product is a CONTRACT NEGOTIATION under candid.org/terms-of-service, not an engineering decision. Note Candid's named clients include Foundant and Fluxx - the same grants-management vendor layer NativeForge sits beside [research lane: DOI/HHS + SC + philanthropy]",Tier 4,seed_imported,not_started,HUMAN_REVIEW_ONLY,private_unscoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:HUMAN_REVIEW_ONLY;requires_login:yes - API key and paid contract;monitoring_not_started
MARGARET-A-CARGILL-PHILANTHR-C88CAA,Margaret A. Cargill Philanthropies,"private foundation, INVITATION ONLY",Margaret A. Cargill Philanthropies,Legacy and Opportunity; Arts and Cultures,national and international,private,,https://www.macphilanthropies.org/,human review only,low,OK,moderate - documented Native grantmaking but no named Native program verified,UNKNOWN - by invitation,UNKNOWN,UNKNOWN,unclear,documented example: $2.4M to the American Indian College Fund for Native arts and TCU curricula,none - no open cycle,rare,HTML,no,no,Fluxx for existing grantees only,VERIFIED QUOTE: we have an invitation-based grantmaking process. Do not build a monitor. Note /how-we-work/ returns empty; the policy lives in the homepage footer [research lane: DOI/HHS + SC + philanthropy],Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,private_unscoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,requires_login:Fluxx for existing grantees only;monitoring_method:human_review_only;monitoring_not_started
NORTHWEST-AREA-FOUNDATION-C6FFBC,Northwest Area Foundation,"regional private foundation, INVITATION ONLY",Northwest Area Foundation,n/a,Northwest and Upper Midwest (exact state list UNKNOWN),private,,https://www.nwaf.org/for-grantseekers/,email bulletin/manual intake,low,OK,high - named Native-Led Work and Native CDFIs strategies,UNKNOWN - by invitation,UNKNOWN,UNKNOWN,unclear,Native-Led Work; Native CDFIs; Impact Investing,invitation-driven; about a 6-month cycle from letter of invitation to payment,rare,HTML,no,"topic-segmented email list including Native CDFIs, Native Communities (General) and Grantseekers",no,"VERIFIED QUOTE: we generally accept proposals by invitation only. We do not accept unsolicited proposals. The page does say opportunity links will be listed there, which justifies a low-frequency monitor on that single page and nothing more [research lane: DOI/HHS + SC + philanthropy]",Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,private_unscoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
SC-BROADBAND-OFFICE-BEAD-16E0C9,SC Broadband Office BEAD,federal pass-through infrastructure program,SC Office of Regulatory Staff,SC Broadband Office,SC statewide,state,SC,https://ors.sc.gov/broadband/office/investments/state/bead,PDF/NOFO page monitor,medium - dated directory paths churn,OK,low - ISP-oriented; the realistic Native role is as a Community Anchor Institution beneficiary,"not published; document set is ISP-oriented (CostQuest, letters of credit, performance bonds)",UNKNOWN,UNKNOWN - no eligible-entity classes published,infrastructure only,"BEAD $551.5M allocated, $546.5M deployable after $5M planning","CLOSED - challenge process complete, Final Proposal filed 2025-09-30, post-award administration","post-award updates, latest 2026-07-15","HTML, PDF, CSV, DOCX, XLSX","no, but five public CSVs are published",yes - Survey123 grant notification list,ShareFile GIS access yes,BEAD was RESTRUCTURED per an NTIA Policy Notice dated 2025-06-10 and SCBBO's Initial Proposal Modification Letter dated 2025-06-19. Tribal or nonprofit subgrantee eligibility is not established on any fetched page. Check the published SC BEAD CAIs.csv for Native-serving facilities. Five machine-readable CSVs exist but their paths embed dated directory segments that will move [research lane: DOI/HHS + SC + philanthropy],Tier 4,seed_imported,not_started,TERMS_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,requires_login:ShareFile GIS access yes;monitoring_not_started
SC-BROADBAND-STATE-MANAGED-P-4973AD,SC Broadband State Managed Programs,state grant program index,SC Office of Regulatory Staff,SC Broadband Office,SC statewide,state,SC,https://ors.sc.gov/broadband/office/investments/state,static HTML page monitor,low,OK,low,ISPs primarily,UNKNOWN,UNKNOWN,infrastructure only,"ARPA SLFRF 3.0 (Awarded), Capital Projects Fund/MAIN ST $185.8M (Awarded), ADGP (Closed), ARPA SFRF $400M (Awarded), Rural Broadband $30M (Awarded)",ALL closed or awarded - none open,low,HTML,no,yes - Survey123 list,no,Confirms there is NO open SC state broadband grant program as of August 2026. Watchlist only - do not present broadband as an SC pipeline [research lane: DOI/HHS + SC + philanthropy],Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
SCEMD-MAIN-SITE-HSGP-SHSP-EM-4F8683,SCEMD main site - HSGP/SHSP/EMPG absence,negative finding,South Carolina,Emergency Management Division,SC statewide,state,SC,https://www.scemd.org/,human review only,n/a,OK,medium - no published subaward path,not published,UNKNOWN,UNKNOWN,UNKNOWN,"none published for HSGP, SHSP or EMPG",none published,n/a,HTML,no,no,no,"MAJOR NEGATIVE FINDING: the full SCEMD sitemap was retrieved and there is NO grants section, NO HSGP/SHSP/EMPG page and NO NOFO page anywhere in navigation. This is absence of content, not a broken link. /who-we-are/working-with-scemd/ is jobs and internships only. Likely non-web channels: the county emergency-management network, /stay-informed/notices-and-agenda/ [research lane: DOI/HHS + SC + philanthropy]",Tier 4,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_method:human_review_only;monitoring_not_started
SC-SCORF,SCORF Grant Management System,authenticated_portal,South Carolina,Office of Resilience,South Carolina,state,SC,https://scorf.sc.gov/gms,human review only,high,HUMAN_REVIEW_ONLY,Medium,Political subdivisions and named applicants; program controls,No,UNKNOWN,Sometimes allowable depending on program,Recovery/resilience grant management,Round based,Monthly,Authenticated web,No,No,Yes,Do not automate without authorization and terms review [research lane: seed-v1],Tier 4,seed_imported,not_started,HUMAN_REVIEW_ONLY,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:HUMAN_REVIEW_ONLY;requires_login:Yes;monitoring_method:human_review_only;monitoring_not_started
GRANTS-GOV-RSS-FEEDS-514B05,Grants.gov RSS feeds,rss,Grants.gov,n/a,federal-government-wide,federal,,https://www.grants.gov/rss/GG_NewOppByAgency.xml,human review only,n/a,OK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"HTML SPA shell, not XML",no,NO — BROKEN,no,"DOCUMENTED BUT BROKEN. Two of the four advertised feeds were fetched and BOTH returned Content-Type: text/html — the Nuxt SPA shell, not a feed. Endpoint exists, does not serve XML. Listed here explicitly so nobody builds on it. Use the daily XML extract instead. [research lane: Research funding]",Tier 5,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_method:human_review_only;monitoring_not_started
